Deskripsi,Jenis_Konflik,Mediasi
"Kubu Romi Akui Penyerang Kantor PPP dari Pihaknya Jakarta CNN Indonesia -- Sekretaris Jenderal Partai Persatuan Pembangunan kubu Romahurmuziy (Romi) Arsul Sani membenarkan bila massa yang mendatangi Kantor Dewan Pimpinan Pusat yang ditempati kubu Djan Faridz dari pihaknya.   Menurut Arsul mereka datang untuk mengambil alih kantor lantaran pengurus yang sah adalah pihaknya berdasarkan keputusan dari Kementerian Hukum dan HAM. ""Akar rumput dan kader tersebut akhirnya mengambil jalannya sendiri dengan datang ke kantot pusat PPP Jalan Diponegoro untuk meminta agar kantor diserahkan"" kata Arsul kepada CNNIndonesia.com lewat pesan singkat Minggu (16/7).   Arsul mengklaim akar rumput PPP kubu Romi di antaranya Angkatan Muda Ka'bah (AMK) dan Gerakan Pemuda Ka’bah (GPK) datang lantaran kesal dengan kubu Djan yang tak merespons surat permintaan untuk mengosongkan kantor pusat itu sebelum Lebaran. ""Sampai sekarang tidak ada respons apa pun atas surat permintaan tersebut sehingga menimbulkan ketidakpuasan di antara akar rumput dan kader tersebut"" tuturnya. Anggota Komisi III DPR itu mengklaim berdasarkan putusan peninjauan kembali (PK) Mahkamah Agung (MA) atas putusan kasasi nomor 601/2015 pengurus DPP PPP Romi yang sah. Tak hanya itu Pengadilan Tinggi Tata Usaha Negara pun telah menolak gugatan yang dilayangkan kubu Djan Faridz.   ""Sehingga SK Menkumham tentang kepengurusan DPP PPP di bawah Romi hasil Muktamar Pondok Gede 2016 sah sepenuhnya"" kata dia. Arsul heran kantor pusat partai dijaga oleh sekelompok orang yang diduga preman dan mereka telah menyiapkan senjata tajam. Sehingga kata Arsul latar belakang kejadian ini adalah upaya para kader dan akar rumput PPP yang tak rela diduduki oleh pengurus yang tidak sah.   ""Yang terjadi sebenarnya adalah upaya dari para kader dan akar rumput PPP yang tidak rela kantor partainya terus menerus diduduki oleh mereka yang tidak memiliki keabsahan untuk mempergunakannya"" kata Arsul.",Konflik Elite Politik,Jalur Hukum
"Ditemui Suryadharma Said Aqil Sayangkan Konflik di Internal PPP JAKARTA KOMPAS.com - Ketua Umum DPP Partai Persatuan Pembangunan Suryadharma Alie mendatangi Kantor Pengurus Besar Nahdlatul Ulama Rabu (30/4/2014) untuk menemui Ketua PBNU Said Aqil Siradj. Ia mengatakan kedatangannya ini untuk bersilaturahim karena sudah lama tak bertemu. ""Hanya obrolan biasa kangen-kangen sudah lama tidak ketemu Kiai Said Aqil Siradj"" ujar Suryadharma di Kantor PBNU Jalan Kramat Raya Jakarta Pusat. Dalam kesempatan itu lanjut Suryadharma Said Aqil juga menyayangkan konflik internal yang sempat terjadi di PPP beberapa waktu lalu. Suryadharma mengatakan Said Aqil berharap agar PPP segera kondusif sehingga bisa mempersiapkan diri menghadapi Pemilihan Presiden 2014 pada Juli mendatang. Selain itu kata Suryadharma Said Aqil mengundang dirinya untuk menghadiri Musyawarah Besar Nasional Nahdlatul Ulama yang akan digelar pada bulan Juni 2014. Ia menyatakan akan memenuhi undangan tersebut.",Konflik Elite Politik,Keputusan Pimpinan
"Kronologi Penyerangan Kantor PPP Kubu Djan Faridz Jakarta CNN Indonesia -- Puluhan orang melempari kantor DPP PPP kubu Djan Faridz di Jalan Diponegoro Jakarta Pusat dini hari tadi.   Wakil Ketua Umum PPP kubu Djan Faridz Humphrey Djemat menjelaskan kronologi penyerangan yang menurutnya dilakukan oleh kubu PPP Romahurmuziy yang hendak mengambil alih kantor.   Kejadian berawal Minggu (16/7) sekitar pukul 02.00 WIB. Kantor DPP PPP ketika itu dijaga oleh enam orang petugas keamanan. Tiba-tiba kantor dikepung oleh massa yang mengaku dari Angkatan Muda Kabah. Petugas keamanan kantor PPP sempat terlibat adu mulut dengan massa. Kata Humphrey massa kemudian mencoba merangsek masuk ke kantor dan langsung melempari batu ke arah kantor.   Lemparan batu yang jumlahnya cukup banyak itu membuat kaca kantor pecah dan seorang penjaga terluka. Humphrey melanjutkan seorang petugas keamanan kemudian menghubungi Polsek Metro Menteng. Polisi tiba ke kantor DPP PPP dan melakukan mediasi. ""Kejadian hampir satu jam pukul tiga pagi kondusif mereka akhirnya bubar"" tutur Humphrey. Menurut Humphrey untuk meningkatkan keamanan PPP menambah jumlah personel untuk menjaga kantor pusat partai berlambang Kabah itu. Mereka ditempatkan bila sewaktu-waktu massa kembali menyerang. ""Mereka mengancam bakal datang lagi dengan ratusan orang. Makannya ini banyak yang kumpul untuk pengamanan"" kata Humphrey.   Humphrey menyebut tindakan penyerangan untuk menduduki kantor ini bukanlah pertama kali terjadi. ""Ini merupakan yang ketiga dengan kelompok yang sama"" tuturnya. Menurut Humphrey kerugian akibat penyerangan ini ditaksir mencapai puluhan juta rupiah. ""Ada kaca yang pecah ada yang luka di bagian wajah"" ujarnya. Dia pun berencana melaporkan aksi ini ke Polda Metro Jaya.",Konflik Elite Politik,Jalur Hukum
"Konflik Internal PPP Dibawa ke Rembang JAKARTA KOMPAS.com - Konflik internal yang terjadi di tubuh Partai Persatuan Pembangunan (PPP) telah dilaporkan kepada Ketua Majelis Syariah PPP KH Maimun Zubair di Rembang Jawa Tengah Minggu (20/4/2014). Kedua kubu yang berseberangan masing-masing telah menyampaikannya kepada pimpinan Pondok Pesantren Al Anwar I Desa Karangmangu Kecamatan Sarang Kabupaten Rembang itu. Kubu Suryadharma Ali menyatakan bahwa PPP mendukung pencapresan Prabowo Subianto. Sedangkan kubu yang berseberangan menggelar rapimnas yang menganulir dukungan tersebut dan menghentikan sementara Suryadharma Ali bsebagai Ketua Umum PPP.   Suryadharma Ali bersama kelompok pendukungnya bahkan mengajak Prabowo Subianto menemui KH Maimun tadi pagi. Sementara kubu yang berseberangan mengaku telah membawa hasil rapimnas yang digalang pengurus pusat yang prokonstitusi partai kepada KH Maimun lebih dulu.   ""Sebelum Pak Suryadharma hadir hasil rapat rapimnas pengurus semalam sudah diterima lebih dulu oleh Pak Kyai Maimun Zubair"" ungkap Sekretaris Jenderal PPP Romahurmuzy kepada wartawan di Warung Daun Cikini Jakarta Minggu (20/4/2014). Pria yang disapa Romi ini tak melihat ada sinyal bahaya atas kedatangan SDA bersama Ketua Dewan Pembina Partai Gerindra Prabowo Subianto menyambangi KH Maimun. Menurut Romi silaturahim bisa dilakukan siapa dan kapan saja. Sudah menjadi kewajiban fungsionaris partai melakukan komunikasi terbuka dan seintensif mungkin dengan kyai. Pertemuan terjadi hari ini bagian komunikasi politik dengan manapun. ""Pertemuan kyai akan membawa kesejukan dan kedamaian dan kemaslahatan. Jadi pertemuan hari ini akan membawa kedamaian. Yang beberapa hari terakhir kondisinya di PPP tidak semakin sejuk"" terang Romi diplomatis menanggapi pertemuan SDA dengan KH Maimun. Suryadharma Ali bersama Prabowo menemui KH Maimun. Ikut bersama keduanya sejumlah pengurus PPP antara lain Djan Faridz KH Noor Iskabdar H. Lulung Dimyati dan Hasrul. Sedangkan dari Partai Gerindra adalah Ahmad Muzani Fadli Zon dan Sudaryono.(Danang S Prabowo)",Konflik Elite Politik,Keputusan Pimpinan
"Djan Faridz Uji Materi Pasal Mengenai Konflik Partai Jakarta CNN Indonesia -- Ketua Umum Partai Persatuan Pembangunan (PPP) hasil Muktamar Jakarta Djan Faridz mendatangi Mahkamah Konstitusi untuk mengajukan uji materi Undang-Undang Nomor 1 Tahun 2015 tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 1 Tahun 2014 Pemilihan Gubernur Bupati dan Wali Kota menjadi Undang-Undang. Ketentuan yang diuji adalah Pasal 40 ayat 3 yang menyebutkan kepengurusan partai politik yang dapat mendaftarkan pasangan calon adalah mereka yang sudah memperoleh putusan pengadilan serta ditetapkan dengan keputusan menteri di bidang hukum dan hak asasi manusia.   Ketentuan itu berlaku jika terjadi perselisihan atas putusan mahkamah partai terkait konflik kepengurusan di internal partai. Pemohon diwakili kuasa hukumnya Riza Ferdiansyah. Riza mengatakan kliennya merasa dirugikan dengan ketentuan dalam pasal tersebut setelah Menteri Hukum dan HAM Yasonna Laoly mengeluarkan Surat Keputusan (SK) yang mengesahkan Romahurmuziy sebagai Ketum PPP dari hasil muktamar Pondok Gede. SK tersebut dinilai bertentangan dengan putusan Mahkamah Agung yang berkekuatan hukum tetap. Dalam putusannya MA mengesahkan hasil muktamar kubu Faridz. ""Seharusnya kepengurusan dari pemohon yang didaftarkan ke Kementerian Hukum dan HAM"" ujar Riza di Gedung MK Jakarta Selasa (18/10). Dalam kasus ini Menteri Hukum dan HAM disebut telah memutuskan pihak mana yang sah dengan mengabaikan putusan pengadilan. Mestinya kata Riza Menteri Hukum dan HAM tak berwenang mencampuri perselisihan internal partai politik. Riza khawatir jika tak direvisi ketentuan dalam pasal tersebut akan membuka celah bagi pihak eksekutif untuk mengintervensi putusan hakim yang telah berkekuatan hukum tetap. ""Kerugian sebenarnya bukan pada salah satu pihak. Ketika ini berulang ke depan partai-partai lain juga akan kena dampaknya"" kata Riza. Sementara itu majelis hakim konstitusi meminta agar permohonan tersebut diperbaiki. Pemohon dinilai terlalu banyak menjelaskan soal pemerintah yang campur tangan dengan internal partai politik. Seharusnya pemohon fokus tentang putusan pengadilan yang tidak bisa diabaikan karena telah berkekuatan hukum tetap. ""Sehingga kami yakin itu melanggar norma kalau orang tidak patuh pada putusan pengadilan"" ucap hakim anggota konstitusi Aswanto.   Pemohon juga diminta menjelaskan kronologi perkara agar majelis hakim memahami waktu pendaftaran dan pengesahan kepengurusan partai kubu Romahurmuziy. Pemohon diberi waktu hingga 14 hari untuk memperbaiki permohonannya. April lalu Menteri Yasonna mengesahkan Dewan Pimpinan Pusat PPP pimpinan Romahurmuziy. Kepengurusan itu terbentuk pada muktamar islah yang digelar di Bandung Jawa Barat. Pengesahan tersebut tertuang dalam Surat Nomor M.HH-06.AH.11.012016. Kepengurusan yang dipimpin Romahurmuziy dan Sekretaris Jenderal Arsul Sani dianggap telah mengakomodasi hasil Muktamar Bandung Jakarta dan Surabaya. (wis/rel)",Konflik Elite Politik,Jalur Hukum
"Konflik PPP karena Suryadharma Otoriter dan Terlalu ""Pede"" JAKARTA KOMPAS.com - Konflik yang terjadi di internal Partai Persatuan Pembangunan (PPP) ditengarai terjadi karena kesalahan Ketua Umum PPP Suryadharma Ali. Suryadharma dianggap tidak mampu memimpin secara demokratis dan terlalu percaya diri dalam memutuskan langkah politik partainya sebelum ada dukungan solid dari internal.   ""Menurut saya SDA (Suryadharma) otoriter dan menunjukkan sikap pemimpin yang enggak demokratis"" kata pengamat politik dari Lembaga Ilmu Pengetahuan Indonesia (LIPI) Indria Samego Selasa (22/4/2014) di Jakarta. Ia berpendapat sebagai ketua umum partai Suryadharma seharusnya mampu mengambil keputusan secara kolegial bersama semua pengurus dan sesuai anggaran dasar dan rumat tangga partainya. Namun langkah yang diambil justru sebaliknya Suryadharma memberikan sanksi keras kepada pengurus PPP yang berbeda pendapat dengan dirinya. Lihat Foto Pengamat politik LIPI Indria Samego.(KOMPAS.com/Indra Akuntono) Menurut Indria situasinya bisa saja berbeda jika ketokohan Suryadharma menyamai ketokohan Susilo Bambang Yudhoyono sebagai Ketua Umum Partai Demokrat atau Prabowo Subianto sebagai Ketua Dewan Pembina Partai Gerindra. Namun figur Suryadharma tak mendapat dukungan penuh dari internal PPP dan ini telah terasa sejak muktamar pemilihan Ketua Umum PPP digelar beberapa waktu lalu. ""SDA juga terlalu pede (percaya diri) dianggapnya dia bisa melakukan tindakan sesuai hatinya. Ini kan berbeda ketokohannya di PPP tidak didukung penuh"" ujarnya.   Kisruh di PPP berawal ketika Suryadharma secara sepihak menghadiri kampanye akbar Partai Gerindra di Stadion Utama Gelora Bung Karno Jakarta dalam masa kampanye Pemilu Legislatif 2014 pada Minggu (23/4/2014). Suryadharma juga menyatakan dukungannya terhadap Prabowo Subianto sebagai calon presiden. Pengurus lain di PPP menilai tindakan Suryadharma itu menyalahi hasil musyawarah kerja nasional (mukernas) partai. Mukernas memutuskan akan menjalin komunikasi politik dengan delapan bakal capres yang ada. Dalam daftar delapan nama itu tak ada nama Prabowo.   Sempat muncul wacana penggulingan Suryadharma oleh sejumlah elite dewan pimpinan pusat dan dewan pimpinan daerah PPP. Namun Suryadharma tetap bertahan dengan keputusannya dan bahkan pada Jumat petang pekan lalu mendeklarasikan koalisi dengan Partai Gerindra di DPP PPP dengan dihadiri langsung oleh Prabowo.",Konflik Elite Politik,Keputusan Pimpinan
"Tak Ada Celah Menkumham Sahkan PPP Djan Faridz Jakarta CNN Indonesia -- Partai Persatuan Pembangunan kubu Romahurmuziy (Romi) nmenilai tak ada pintu masuk bagi Menteri Hukum dan Hak Asasi Manusia untuk menerbitkan surat keputusan pengesahan kubu Djan Faridz.   Sekretaris Jenderal PPP kubu Romi Arsul Sani menyatakan kubu Djan Faridz tidak memilik aspek legal formal untuk meminta pengesahan. Pertama Gugatan Djan di Pengadilan Negeri Jakarta Pusat sudah ditolak. Saat itu PPP Muktamar Jakarta itu menggugat surat keputusan Presiden Menkopolhukam dan Menkumham dengan nilai gugatan Rp1 triliun. ""Gugatan Pak Djan untuk membatalkan surat keputusan yang sudah dikeluarkan dan minta ganti rugi Rp1 triliun juga sudah ditolak"" kata Arsul kemarin di Komplek DPR.   Selain itu PPP yang saat ini mengantongi SK Menkumham yakni hasil Muktamar di Surabaya menurut Arsul sudah sesuai dengan aturan. Karena itu SK diberikan untuk mengesahkan kepengurusan dengan Romahurmuziy sebagai Ketua Umum dan Arsul Sani sebagai Sekjen. SK Menkumham itu akan berlaku selama lima tahun mulai dari 2016 sampai 2021. ""Sampai sekarang belum diputus dan juga tidak ada penetapan penundaan berlakunya SK tersebut"" kata Arsul. Kubu Djan memang tengah menempuh upaya hukum lain yakni uji materi Undang-undang Nomor 23 Tahun 2003 tentang partai politik. Namun sampai saat ini Mahkamah Konstitusi belum memutus permohonan itu. ""Kami melihat tidak ada pintu hukum bagi Menkumham untuk kemudian tibatiba membatalkan SK yang telah ada dan kemudian menerbitkan SK baru"" kata Arsul. Arsul menuding fakta baru yang dikatakan Djan baru-baru ini hanya pendapat   saksi ahli yang disewa oleh Djan. Hal tersebut juga sudah dikemukakan saat persidangan di pengadilan.   Soal dualisme kepengurusan di tubuh partai kakbah kembali mengemuka setelah ada perbedaan dukungan dalam Pilkada DKI Jakarta. Kubu Romi memilih mendukung Agus Harimurti Yudhoyono dan kubu Djan Faridz mendukung Basuki Tjahaja Purnama. Komisi Pemilihan Umum DKI Jakarta sejauh ini masih mengakui PPP kubu Romi karena mereka memegang SK Menkumham. (sur/agk)",Konflik Elite Politik,Jalur Hukum
"Mengapa Konflik PPP Lebih Lama Selesai daripada Golkar? JAKARTA KOMPAS.com - Sekretaris Jenderal Partai Persatuan Pembangunan (PPP) Arsul Sani mengakui proses penyelesaian sengketa kepengurusan partainya lebih lama dGolkar.aripada Menurut dia ada perbedaan mendasar dalam kepengurusan Golkar dan PPP. Saat terjadi sengketa kepengurusan antara Aburizal Bakrie dan Agung Laksono kata Arsul kedua kubu beranggotakan kader partai senior. Dengan kondisi ini dalam keadaan tertentu ada kesadaran dari para kader senior bahwa partai akan rusak jika konflik tak segera berakhir. ""Sampai pada satu titik itu sampai pada kesadaran ini. Kalau sudah sampai pada titik kalau kita terus-terusan gini partainya rusak. Rasa memiliki partai itu ada"" ujar Arsul di Kompleks Parlemen Senayan Jakarta Kamis (15/6/2017). Ia mengatakan kondisinya berbeda dengan PPP terutama di kubu Djan Faridz. Menurut Arsul pada kubu Djan Faridz banyak yang baru terdaftar sebagai kader tetapi sudah menempati jabatan strategis.   Baca: Kubu Djan Faridz: Golkar Saja Bisa Bersatu Masak PPP Tidak Bisa ""Bahkan Pemilu 2014 aja belum jadi PPP tapi bahkan sudah punya jabatan yang tinggi. Nah cara pandangnya kan beda. Saya juga bukan yang lama-lama amat. Saya masuk PPP 2011. Kalau soal kepengurusan silakanlah dibicarakan"" lanjut Arsul.   PTTUN Jakarta melalui amar putusan Nomor: 58/ B/2017/PT.TUN.JKT memenangkan Menkumham dan PPP kubu Romahurmuziy dalam sengketa kepengurusan partai. Dalam amar putusannya PTTUN Jakarta menyatakan perselisihan kepengurusan PPP berdasarkan Pasal 32 Ayat (1) beserta penjelasannya dari Undang Undang No 2 Tahun 2011 tentang Partai Politik seharusnya diselesaikan melalui forum Mahkamah Partai Politik. PTTUN Jakarta juga menyatakan Keputusan Menkumham No.M.HH-06-AH.11.01 Tahun 2016 tentang Pengesahan Susunan Personalia DPP PPP masa bakti 20162021 hanya bersifat formal administrasi.   Dengan demikian surat keputusan tersebut tidak termasuk keputusan Tata Usaha Negara yang dapat diuji keabsahan atau legalitasnya oleh Peradilan Tata Usaha Negara. Baca: Dimenangkan PTTUN PPP Kubu Romy Ajak Islah Kubu Djan Faridz Alasannya berdasarkan ketentuan Pasal 1 Angka 9 Undang-Undang Nomor 51 Tahun 2009 tentang Peradilan Tata Usaha Negara mensyaratkan isi atau substansi suatu Keputusan Tata Usaha Negara harus menimbulkan akibat hukum. Makna ""menimbulkan akibat hukum"" adalah menimbulkan suatu perubahan dalam hubungan hukum yang telah ada bukan merupakan keputusan yang semata sifatnya formal administratif. Kubu Romahurmuziy pun dinyatakan sebagai pemegang kepengurusan PPP yang sah. Kompas TV PPP Kubu Romi Akan Gelar Rapimnas II",Konflik Elite Politik,Jalur Hukum
"Konflik PPP Yasonna Sebut Kubu Djan Faridz Punya Bukti Baru Jakarta CNN Indonesia -- Menteri Hukum dan HAM Yasonna Laoly menyebut Djan Faridz memiliki bukti baru untuk kembali mempersoalkan kepengurusan Partai Persatuan Pembangunan yang kini dipegang Romahurmuziy.   Yasonna berkata kementeriannya akan mendalami UU Partai Politik sebelum menindaklanjuti bukti baru yang diklaim Djan. Ia berkata Djan juga telah meminta pendapat pakar hukum tentang peluang memperkarakan keputusannya. ""Masih dikaji secara mendalam. Beliau bilang ada novum baru ada pendapat para ahli yang disampaikan ke kami"" ujar Yasonna di Balai Kota Jakarta Senin (17/10). Yasonna juga menanggapi dukungan yang diberikan kubu Djan kepada pasangan   bakal calon kepala daerah DKI Jakarta Basuki Tjahaja Purnama dan Djarot Saiful Hidayat.   Menurutnya secara umum tidak ada pembatasan terhadap kelompok masyarakat yang ingin pasangan kepala daerah. ""Kalau secara Undang-undang kami lihat dulu UU Parpol bagaimana persyaratannya"" ujar Yasonna. April lalu Yasonna mengesahkan Dewan Pimpinan Pusat PPP pimpinan Romahurmuziy. Kepengurusan itu terbentuk pada muktamar islah yang digelar di Bandung Jawa Barat. Pengesahan tersebut tertuang dalam surat nomor M.HH-06.AH.11.012016.   Namun belakangan kubu Djan menyatakan akan mengusung Basuki dan Djarot pada pilkada DKI Jakarta Februari 2017. Menanggapi hal itu Romahurmuziy menyebut dukungan tersebut laksana gerbong kosong. Apalagi kader Djan Abraham Lunggana justru mendukung pasangan Agus Harimurti Yudhoyono dan Sylviana Murni. Artinya dukungan DF yang konon kabarnya sama artinya dengan gerbong kosong"" kata Romarhumuziy.",Konflik Elite Politik,Jalur Hukum
"Suryadharma Ali Memohon Pemerintah Bisa Damaikan PPP JAKARTA KOMPAS.com - Mantan Ketua Umum Partai Persatuan Pembangunan (PPP) Suryadharma Ali berharap konflik internal di PPP segera selesai. Ia juga berharap agar pemerintah bisa bersikap tegas berdasarkan undang-undang.   ""Kalau sesuai undang-undang (yang sah adalah Romahurmuziy) Romy ya Romy. Kalau sesuai undang-undang adalah Djan (Faridz ya Djan Faridz begitu. Jadi kembali kepada undang-undang itu saja"" kata Suryadharma ditemui usai menjalani sidang uji materi di Mahkamah Konstitusi (MK) Jakarta Pusat Kamis (24/8/2017). Menurutnya ketegasan pemerintah dalam menyikapi dualisme partai sangat penting sehingga tidak terjadi konflik yang berkepanjangan. Apalagi lanjut Suryadharma sebentar lagi akan diselenggarakan pilkada serentak 2018 dan pemilihan presiden serta anggota legislatif pada 2019. Persoalan diinternal partai akan menggangu PPP. (Baca:Mengapa Konflik PPP Lebih Lama Selesai daripada Golkar?)   ""Semua perjalanan politik PPP terganggu karena faktor legalitas yang tidak jelas itu"" kata Suryadharma. ""Saya mohon saya berharap pemerintah betul-betul menjadi Pembina. Bukan pembinasa. Jadi Pembina itu kalau ada konflik didamaikan bukan diperuncing. Kalau diperuncing itu bukan Pembina namanya pembinasa"" tambah dia. MA mengabulkan permohonan Romahurmuziy atau Romy melalui putusan PK Nomor 79 PK/Pdt.Sus-Parpol/2016. Putusan itu diketok oleh Takdir Rahmadi Sudrajad Dimyati dan Ahmad Syarifudin dalam rapat permusyawaratan hakim pada 12 Juni 2017. Putusan itu sekaligus menganulir putusan kasasi nomor 601 K/Pdt.SusParpol/2015 tanggal 2 November 2015 yang memenangkan PPP kubu Djan Faridz. Namun demikian kedua kubu belum juga islah. Pada Minggu (16/7/2017) dini hari sempat terjadi perebutan kantor DPP PPP di Diponegoro Cikini Jakarta Pusat. Saat itu sejumlah simpatisan PPP kubu Romi mendatangi kantor tersebut dan meminta Pihak Djan hengkang.",Konflik Elite Politik,Jalur Hukum
"Dadu 'Kakbah' Terakhir Djan Faridz   Jakarta CNN Indonesia -- Konflik internal Partai Persatuan Pembangunan seolah tak kunjung usai. Selain mengalami konflik kepengurusan partai berlambang Ka'bah itu juga terbelah dalam mendukung pasangan calon di Pilkada DKI Jakarta 2017. PPP hasil Muktamar Pondok Gede yang dipimpin Muhammad Romahurmuziy alias Romi menghasilkan dukungan kepada Agus Harimurti Yudhoyono-Sylviana Murni sebagai bakal calon gubernur dan wakil gubernur DKI Jakarta. Di sisi lain PPP hasil Muktamar Jakarta Djan Faridz justru memberi dukungan kepada bakal pasangan calon petahana Basuki Tjahaja Purnama alias Ahok dan Djarot Saiful Hidayat. Dukungan kepada Ahok-Djarot baru dinyatakan oleh kubu Djan setelah proses persyaratan pendaftaran bakal pasangan calon di KPU DKI Jakarta selesai. Pertentangan antarkubu partai ka'bah pun kembali mencuat. Kubu Djan seolah ingin menunjukkan bahwa mereka masih belum menyerah setelah Menteri Hukum dan HAM Yasonna Laoly mengesahkan kepengurusan PPP hasil Muktamar Islah yang secara aklamasi memilih Romi sebagai Ketua Umum pada April lalu.   Ia dan para pengikutnya berpegang pada amar putusan MA No.602/2015 yang mengesahkan kepengurusan PPP Muktamar Jakarta yang dipimpinnya. Mantan Menteri Perumahan Rakyat itu menganggap pemerintah mengabaikan putusan MA yang berkekuatan hukum tetap. Berbagai upaya hukum pun dilakukan untuk menganulir hasil Muktamar Islah. Salah satunya melalui gugatan di Pengadilan Negeri Jakarta Pusat kepada pemerintah dan Presiden Joko Widodo terkait konflik di PPP yang dimentahkan pihak pengadilan.   Secara politik perlawanan itu diperlihatkan melalui dukungan politik kepada Ahok-Djarot. Dukungan tersebut dibarengi oleh upaya gugatan terhadap UU No. 2 tahun 2011 tentang Partai Politik dan UU No. 1 tahun 2015 tentang Pilkada di Mahkamah Konstitusi. Kubu Djan juga menyerahkan novum atau bukti baru kepada Menteri Yasonna yang berjanji akan mengkaji dan mempelajari novum tersebut.   Sejauh ini tak banyak upaya yang dilakukan kubu Romi untuk membendung berbagai manuver kubu Djan. Penyerahan novum dan deklarasi dukungan kepada Ahok-Djarot hanya bisa ditanggapi lewat kecaman.   Tak Berlandaskan Hukum Sekretaris Jenderal PPP hasil Muktamar Pondok Gede Arsul Sani misalnya menyebut dukungan itu tidak memiliki landasan hukum. Ia mengacu penolakan PN Jakarta Pusat atas gugatan Djan kepada Jokowi serta SK Menkumham nomor M.HH-06.AH.11.012016 yang mengesahkan kepengurusan Muktamar Pondok Gede. Selain itu Arsul juga bersandar pada belum keluarnya putusan MK mengenai gugatan terhadap UU Parpol. ""Kalau melihat itu kami melihat tidak ada pintu hukumnya bagi Menkumham untuk kemudian tiba-tiba membatalkan SK yang telah ada dan kemudian menerbitkan SK baru"" kata Arsul mengingatkan Menteri Yasonna di Gedung DPR Jakarta Selasa (18/10).   Arsul memang pantas khawatir terhadap manuver kubu Djan. Secara politik kekhawatiran itu juga mencerminkan posisi Romi yang mulai terancam. Setidaknya saat ini tak ada lagi pihak yang sepenuhnya menguasai kemudi PPP. Tetapi kekhawatiran sebenarnya juga dirasakan oleh kubu Djan Faridz dan para pengikutnya. Sebab pada fase ini kiprah mereka bersama PPP bisa saja berakhir jika semua upaya mereka dimentahkan oleh Kemkumham dan Mahkamah Konstitusi. (wis/obs)",Konflik Elite Politik,Jalur Hukum
"Menang PTTUN Romi Ajak Djan Faridz Gabung Kepengurusan PPP Jakarta CNN Indonesia -- Ketua Umum Partai Persatuan Pembangunan versi Muktamar Pondok Gede Romahurmuziy menyatakan akan mengajak Djan Faridz bergabung di kepengurusannya usai menang banding di Pengadilan Tinggi Tata Usaha Negara (PTTUN). ""Mengambil berkah Ramadan dalam waktu dekat saya akan mendatangi Pak Djan Faridz dan mengajak beliau bergabung bersama-sama dalam kepengurusan ini dan membesarkan PPP"" kata Romi dalam keterangan tertulisnya Rabu (14/6). Dalam putusan PT.TUN No. 58/B/2017/PT.TUN.JKT tanggal 6 Juni 2017 yang dikutip Romi dinyatakan bahwa tidak ada dualisme di tubuh PPP. Hal ini membatalkan Surat Keputusan (SK) Menteri Hukum dan HAM atas kepengurusan Romi melalui gugatan yang dilayangkan kubu Djan di PTUN Jakarta sebelumnya kini dinyatakan mentah melalui putusan PTTUN. ""Karena sesungguhnya seluruh komponen yang bertikai di PPP 25 tahun silam sudah islah di Muktamar VIII Pondok Gede Jakarta April 2016 yang lalu dan telah dikukuhkan dalam SK Menkumham. Atas putusan tersebut Romi menawarkan kepada seluruh kader kubu Djan untuk menyudahi pertikaian hukum selama ini. Romi juga berjanji akan menerima kader kubu Djan dalam kepengurusannya serta menargetkan PPP untuk masuk tiga besar partai pemenang pemilu di 2019. ""Dengan adanya putusan ini PPP langsung tancap gas ke gigi 4 utk persiapan Pilkada Serentak 2018 dan pemenangan menuju P3Besar pada Pemilu 2019"" katanya.   Terakhir Romi pun meminta maaf kepada masyarakat atas segala bentuk hirukpikuk yang ditimbulkan dari konflik PPP.",Konflik Elite Politik,Musyawarah
"Persiapan Pemilu 2019 KPU Imbau PPP Selesaikan Dualisme   Jakarta CNN Indonesia -- Komisi Pemilihan Umum berharap Partai Persatuan Pembangunan menyelesaikan masalah internalnya sebagai persiapan Pemilu 2019. Jika dualisme kepemimpinan tak juga selesai Komisioner KPU Ida Budhiati menegaskan KPU hanya akan memilih salah satu kubu.   Ida mengatakan sebagai penyelenggara pemilu KPU memilih berpedoman pada Undang-Undang Nomor 2 Tahun 2011 Tentang Perubahan Atas UU Nomor 2 Tahun 2008 Tentang Partai Politik.   Dalam Undang-undang itu disebutkan bahwa partai yang akan dilayani KPU hanya yang memegang surat keputusan Kementerian Hukum dan Hak Asasi Manusia. ""Kalau ada dinamika (dualisme) parpol mekanisme lewat jalur hukum dan   kemudian bila ada keputusan inkracht harus daftar kembali pada Kemenkumham"" kata Ida usai sosialisasi aplikasi Sistem Informasi Partai Politik di Jakarta Kamis (6/4).Jika ada yang merasa tak puas dengan keputusan KPU tersebut Ida mempersilakan parpol untuk meminta penjelasan ke KPU. ""Yang KPU layani yang memegang SK Kemenkumham"" ujar Ida menegaskan. Saat ini PPP memiliki dua kepengurusan yakni kubu Djan Faridz dan kubu Romahurmuziy (Romi).   Pemegang SK Kemenkumham adalah kubu Romi. Namun kubu Djan juga merasa sah karena menang gugatan di pengadilan tata usaha negara atas keputusan Kemenkumham.",Konflik Elite Politik,Musyawarah
