Jenis_Konflik,Mediasi,Final_Deskripsi_Summary
Konflik Kepengurusan Partai,Musyawarah,Dewan Pimpinan Pusat (DPP) Partai Demokrat menolak menindaklanjuti permintaan sejumlah kader seniornya untuk menggelar Kongres Luar Biasa pada 2019. Beberapa politisi senior yang tergabung dalam gerakan ini yakni Anggota Majelis Tinggi Partai Demokrat Max Sopacua pendiri Demokrat Ahmad Mubarok dan tokoh senior lain seperti Ahmad Jaya dan Ishak. Namun para senior menilai Kongres sebagai forum tertinggi untuk memilih ketua umum dan pengurus baru mendesak untuk dilakukan karena perolehan suara yang anjlok.
Konflik Kepengurusan Partai,Musyawarah,Dewan Pembina Partai Demokrat membuka peluang dilakukannya Kongres Luar Biasa (KLB) untuk mengganti posisi Ketua Umum Anas Urbaningrum. Hayono menuturkan langkah Ketua Majelis Tinggi PD Susilo Bambang Yudhoyono yang mengambil alih kewenangan Anas patut dilakukan. Partai Demokrat lanjutnya juga siap menyediakan bantuan hukum untuk Anas.
Konflik Kepengurusan Partai,Musyawarah,"Kepala Kantor Staf Presiden (KSP) menyatakan menerima keputusan Kongres Luar Biasa (KLB) Partai kontra AHY yang digelar di Deli Serdang Sumatera Utara pada Jumat (5/3/2021). Namun sebelum menerima keputusan itu Moeldoko mengajukan tiga pertanyaan kepada kader Demokrat di lokasi KLB. "" Peserta KLB lalu menjawab sudah sesuai. """
Konflik Kepengurusan Partai,Musyawarah,Nama ramai menjadi perbincangan beberapa waktu terakhir seiring memanasnya isu kudeta kepemimpinan di Partai. Dalam KLB itu Jhoni bertindak sebagai pimpinan KLB dan menjadi sosok yang menyatakan Kepala Staf Kepresidenan terpilih sebagai ketua umum Partai Demokrat periode 2021. Nama Jhoni terdengar saat kasus penerimaan gratifikasi proyek Hambalang diusut KPK sekitar tahun 2013.
Konflik Kepengurusan Partai,Musyawarah,"Juru Bicara kubu kontra Agus Harimurti Yudhoyono () Muhammad Rahmad menyebut AHY dan jajarannya sudah dinyatakandemisioner. Sebagaimana layaknya sesuai peraturan perundangan kepengurusan DPP Partai Demokrat yang baru sudah didaftarkan ke Kemenkumham"" ujarnya. Sebab menurutnya situasi di dalam Partai Demokrat tetap terkendali dan aman di bawah kepemimpinan Moeldoko."
Konflik Kepengurusan Partai,Musyawarah,Kongres Luar Biasa (KLB) Partai Demokrat yang diselenggarakan di Deli Serang Sumatera Utara pada Jumat (5/3/2021) menetapkan Kepala Kantor Staf Presiden (KSP) sebagai Ketua Umum Demokrat periode 2021. Namun peserta KLB akhirnya memilih Moeldoko sebagai Ketua Umum Demokrat versi KLB di Deli Serdang Sumatera Utara. Adapun Marzuki ALie didapuk sebagai Ketua Dewan Pembina Partai Demokrat periode 2021.
Konflik Kepengurusan Partai,Musyawarah,"Eks Kader Darmizal mengungkapkan Kongres Luar Biasa ( ) Partai Demokrat akan berlangsung pada Jumat (5/3/2021) ini. Sebelumnya Kepala Badan Komunikasi Strategis Partai Demokrat Herzaky Mahendra Putra mengatakan para mantan kader Demokrat tidak perlu memaksakan diri membuat kongres luar biasa ( KLB). "" Jangan memaksakan diri membuat KLB bodong."
Konflik Kepengurusan Partai,Musyawarah,Mantan Sekretaris Jenderal mengaku akan hadir di kongres luar biasa (KLB). Baca juga: Sebelumnya Ketua Badan Pemenangan Pemilu (Bappilu) Partai Demokrat Andi Arief mengungkapkan kabar mengenai KLB yang digagas oleh sejumlah mantan kader dan sejumlah pihak. Setelah kami cek meminta siapa yang datang tamu.
Konflik Kepengurusan Partai,Musyawarah,"Kepala Staf Kepresidenan mengklaim memiliki hak politik untuk menerima jabatan ketua umum versi kongres luar biasa (KLB). "" Ketika masih menjabat sebagai panglima TNI Moeldoko mengaku berhasil mengawal stabilitas demokrasi saat penyelenggaraan Pemilihan Umum 2014. "" Saya konsisten saya rela mempertaruhkan leher saya untuk terus menegakkan Pancasila dan berkibarnya Merah Putih."
Konflik Kepengurusan Partai,Musyawarah,Kepala Kantor Staf Presiden (KSP) menyatakan dirinya menerima jabatan sebagai Ketua Umum kubu kontra Agus Harimurti Yudhoyono (AHY) periode 2021. saudara jawab beberapa pertanyaan saya untuk memastikan. Kedua Moeldoko bertanya keseriusan kader Partai Demokrat memilih dirinya sebagai ketua umum.
Konflik Kepengurusan Partai,Musyawarah,"Kepala Biro Penerangan Masyarakat Humas Brigjen Rusdi Hartono menyatakan Polri siap mengantisipasi jika ada gangguan keamanan dan ketertiban masyarakat pasca kongres luar biasa (KLB) yang mengatasnamakan Partai Demokrat. Menurut Rusdi hal tersebut sudah menjadi tugas pokok Polri sebagaimanatertuang dalam UU Nomor 2 Tahun 2002. "" Sementara itu terkait kekisruhan yang terjadi di tubuh Partai Demokrat Rusdi mengatakan hal itu merupakan urusan internal partai."
Konflik Kepengurusan Partai,Musyawarah,"Kepala Divisi Humas Irjen Argo Yuwono mengatakan Polri tidak mengeluarkan izin untuk gelaran kongres luar biasa (KLB) atas nama yang digelar kubu kontra Ketua Umum Agus Harimurti Yudhoyono di Sibolangit Sumatera Utara. Polri tidak mengeluarkan izin"" kata Argo saat dihubungi Kamis (5/3/2021). Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono ( ) bahkan mengirimkan surat kepada Kapolri Menko Polhukam dan Menkumham meminta mencegah pelaksanaan KLB yang dianggap inkonstitusional itu. """
Konflik Kepengurusan Partai,Musyawarah,"Sejumlah organisasi sayap menegaskan menolak wacana Kongres Luar Biasa ( ) yang mengemuka belakangan ini. Adapun ketujuh sayap partai yang menegaskan tetap berada di bawah kepemimpinan Ketua Umum Agus Harimurti Yudhoyono ( ) adalah Komite Nasional Partai Demokrat (KNPD) Forum Komunikasi Pendiri dan Deklarator Partai Demokrat (FKPD) Perempuan Demokrat RI (PDRI). Selain itu Ketua KNPD Alfrisco Sihombing menyatakan bahwa organisasi sayap tidak memiliki hak untuk mengusulkan terjadinya KLB. """
Konflik Kepengurusan Partai,Musyawarah,"Sekretaris Majelis Tinggi Partai Demokrat Andi Mallarangeng Menteri Hukum dan HAM Yasonna Laoly dan jajarannya dapat menjaga integritasnya dalam memandang pelaksanaan Kongres Luar Biasa (KLB) Partai Demokrat yang digelar di Deli Serdang Jumat (5/3/2021). Oleh karena itu Andi berharap Kemenkumham bersikap jernih dan menyatakan KLB tersebut sebagai KLB yang tidak sah atau bodong. "" Ketiga pasal ataupun klausul tersebut tidak dipenuhi."
Konflik Kepengurusan Partai,Musyawarah,"Kepala Badan Komunikasi Strategis DPP partai Demokrat Herzaky Mahendra Putra mempertanyakan tujuan dari wacana kongres luar biasa (KLB). Menurut Herzaky saat ini Demokrat justru semakin terbuka dan transparan di bawah kepemimpinan Ketua Umum Agus Harimurti Yudhoyono (AHY). kader makin semangat melakukan kerja nyata secara swadaya membantu rakyat yang kesulitan terdampak pandemi dan bencana"" ucapnya."
Konflik Kepengurusan Partai,Musyawarah,"Kepala Badan Komunikasi Strategis DPP Partai Herzaky Mahendra Putra mengatakan Kongres Luar Biasa (KLB) yang akan diadakan sejumlah pendiri Partai Demokrat bersifat abal. Herzaky menyatakan KLB tersebut bersifat abal. abal karena tidak sesuai dengan ketentuan AD/ART Partai Demokrat yang berlaku saat ini yang terdaftar di Kementerian Hukum dan HAM (Kemenkumham). """
Konflik Kepengurusan Partai,Musyawarah,"Kepala Badan Komunikasi Strategis DPP Partai Herzaky Mahendra Putra mengatakan Kongres Luar Biasa (KLB) yang akan diadakan sejumlah pendiri Partai Demokrat bersifat abal. Herzaky menyatakan KLB tersebut bersifat abal. abal karena tidak sesuai dengan ketentuan AD/ART Partai Demokrat yang berlaku saat ini yang terdaftar di Kementerian Hukum dan HAM (Kemenkumham). """
Konflik Kepengurusan Partai,Musyawarah,Ketua Umum Agus Harimurti Yudhoyono ( ) meminta Kementerian Hukum dan HAM (Kemenkumham) menolak hasil kongres luar biasa (KLB) yang digelar kubu kontra. Adapun AHY datang ke Kemenkumham didampingi oleh Sekretaris Jenderal Partai Demokrat Teuku Riefky Harsya jajaran pengurus DPP Partai Demokrat anggota Komisi III DPR dari Fraksi Partai Demokrat serta 34 ketua DPD Partai Demokrat se. Setelah memberikan pernyataan kepada pers AHY dan rombongannya memasuki gedung untuk bertemu pihak Kemenkumham secara tertutup.
Konflik Kepengurusan Partai,Musyawarah,Perseteruan SBY dan Anas Di tengah hiruk. pikuk partai politik lain menyiapkan calon presiden untuk pemilu mendatang Partai Demokrat justru masih sibuk mengatasi badai internal akibat skandal korupsi yang diduga melibatkan sejumlah petinggi partai. Apalagi tidak ada mekanisme organisasi yang memungkinkan SBY mencopot ketua umum hasil kongres.
Konflik Kepengurusan Partai,Musyawarah,Sikap pemerintah terkait polemik kepemimpinan Partai Demokrat dinilai memunculkan sentimen positif dari masyarakat. Keputusan ini semakin mengonfirmasi KLB Deli Serdang tidak legitimate secara politik tutur dia. Sebelumnya Menteri Koordinator Bidang Politik Hukum dan Keamanan (Menko Polhukam) Mahfud MD menegaskan pemerintah telah menangani polemik kepemimpinan Partai Demokrat dengan cepat.
Konflik Kepengurusan Partai,Musyawarah,"Direktur Eksekutif Voxpol Research and Consulting Pangi Syarwi Chaniago menilai keputusan Menteri Hukum dan HAM (Menkumham) menolak kepengurusan Partai Demokrat versi Kongres Luar Biasa (KLB) Deli Serdang jadi pelajaran untuk politisi agar tidak main. main untuk mengganggu soliditas partai politik lain. Pangi menjelaskan dalam penolakan pada kepengurusan versi KLB pemerintah menegaskan keberpihakannya pada demokrasi dan mengayomi partai politik di tanah air. """
Konflik Kepengurusan Partai,Musyawarah,Kepala Badan Penelitian dan Pengembangan (Balitbang) Partai Demokrat Tomi Satryatomo menyebut isu kongres luar biasa (KLB) yang sempat berhembus beberapa waktu terakhir justru menjadi berkah tersembunyi atau blessing in disguise bagi Partai Demokrat. Jadi ini mungkin yang disebut sebagai blessing in disguise. kondisi tersebut dapat dimanfaatkan oleh Partai Demokrat untuk mendapat perolehan suara yang lebih tinggi pada Pemilu 2024 mendatang.
Konflik Kepengurusan Partai,Musyawarah,"Kubu kongres luar biasa (KLB) Deli Serdang atau kubu Kepala Staf Kepresidenan (KSP) Moeldoko mengatakan Partai demokrat pimpinan Agus Harimurti Yudhoyono (AHY) tidak berhak melarang penggunaan atribut partai. Salah satu tokoh kubu KLB Deli Serdang Hendra Karianga beralasan proses hukum masih berjalan di tahap administrasi dan pengadilan terkait perselisihan kepengurusan Partai Demokrat. "" Baca juga: Hendra menuturkan pihaknya berhak untuk mengambil langkah."
Konflik Kepengurusan Partai,Musyawarah,Majelis Hakim Pengadilan Negeri (PN) Jakarta Pusat meminta dua pihak yakni selaku penggugat dan 12 pengurus atau penggerak kelompok Kongres Luar Biasa (KLB) Deli Serdang selaku tergugat melakukan terlebih dahulu. Kami memberi kesempatan dan sangat berharap terjadi perdamaian atau mediasi sesuai dengan ketentuan hukum acara. Setelah sidang ini silakan koordinasi dengan panitera untuk menentukan waktunya kapan bersama.
Konflik Kepengurusan Partai,Musyawarah,"Kuasa Hukum Partai Demokrat versi Kongres Luar Biasa (KLB) Deli Serdang Rusdiansyah secara resmi mendaftarkan gugatan tata usaha negara ke Pengadilan Tata Usaha Negara ( ) Jakarta pada Jumat (25/6/2021). Sebagai kuasa hukum Rusdiansyah berharap nantinya PTUN Jakarta menggelar sidang dan memutuskan perkara secara adil dan objektif. "" Yasonna menjelaskan kubu Moeldoko awalnya mengajukan permohohan perubahan Anggaran Dasar/Anggaran Rumah Tangga (AD/ART) Partai Demokrat dan perubahan kepengurusan Partai Demokrat hasil KLB."
Konflik Kepengurusan Partai,Musyawarah,"Kuasa Hukum DPP Partai Demokrat Hamdan Zoelva memandang Kepala Kantor Staf Kepresidenan (KSP) Moeldoko dan Jhonni Allen Marbun (JAM) tak memiliki kedudukan hukum atau legal standing untuk menggugat Menteri Hukum dan HAM (Menkumham ) atas keputusannya menolak pengesahan Kongres Luar Biasa (KLB) Deli Serdang. Jadi jelas tidak ada dasar hukum mereka untuk menggugat Menkumham"" kata Hamdan dalam keterangannya Selasa (13/7/2021). Untuk itu Hamdan menegaskan bahwa sudah sepatutnya Majelis Hakim yang memeriksa dan mengadili perkara tersebut agar menolak gugatan Moeldoko."
Konflik Kepengurusan Partai,Musyawarah,"Ketua Dewan Kehormatan Partai Demokrat Hinca Panjaitan meyakini partainya mampu mematahkan bukti. Hinca mempertanyakan Moeldoko yang dalam dokumen Gugatan di PTUN Jakarta mencantumkan pekerjaan sebagai Ketua Umum Partai Demokrat. "" Adapun sidang perkara bernomor 150/G/2021/PTUN."
Konflik Kepengurusan Partai,Musyawarah,"Kuasa Hukum DPP Partai Demokrat Mehbob mengatakan bahwa tiga saksi dari kubu Kongres Luar Biasa (KLB) Deli Serdang mengakui Partai Demokrat yang dipimpin oleh Ketua Umum Agus Harimurti Yudhoyono (AHY). Tiga saksi yang dihadirkan penggugat yakni KLB Kubu Moeldoko menyatakan telah memilih AHY dalam Kongres V Partai Demokrat periode 2020. 2025"" kata Mehbob dikutip Antara Jumat (17/9/2021)."
Konflik Kepengurusan Partai,Musyawarah,Majelis Hakim Pengadilan Tata Usaha Negara (PTUN) Jakarta menunda pelaksanaan sidang gugatan perkara nomor 154/G/2021/PTUN. JKT antara pihak Kongres Luar Biasa (KLB) Deli serdang (penggugat) dan Menteri Hukum dan HAM (Menkumham) selaku tergugat serta DPP Partai Demokrat (tergugat II intervensi) Kamis (23/9/2021). Baca juga: Dalam dua gugatan itu Partai Demokrat sebagai tergugat dua intervensi.
Konflik Kepengurusan Partai,Musyawarah,"Eks Ketua DPC Partai demokrat Ngawai M Isnaini Widodo mengatakan judicial review atau uji materi terhadap Anggaran Dasar/Anggaran Rumah Tangga (AD/ART) Partai Demokrat tidak berkaitan dengan Kepala Staf Presiden Moeldoko. Murni kalaupun itu ada ya wajarlah tidak sampai opini yang berkembang di luar"" kata dia. Baca juga: Seperti diketahui Yusril menjadi kuasa hukum bagi empat mantan kader Partai Demokrat yang merapat ke kubu kongres luar biasa (KLB) untuk mengajukan judicial review atas AD/ART Partai Demokrat ke Mahkamah Agung."
Konflik Kepengurusan Partai,Musyawarah,"Eks Ketua DPC Partai Demokrat Ngawi M Isnaini Widodo meminta Menteri Koordinator Politik Hukum dan Keamanan Mahmud MD untuk tidak banyak komentar mengenai judicial review atau uji materi terhadap Anggaran Dasar/Anggaran Rumah Tangga (AD/ART) Partai Demokrat yang ia ajukan. Isnaini mengatakan judicial review tersebut merupakan urusan internal Partai Demokrat. Artinya kata dia kemenangan gugatan tersebut tidak berpengaruh terhadap kepengurusan Partai Demokrat yang tengah berjalan saat ini. """
Konflik Kepengurusan Partai,Musyawarah,Kader Partai Demokrat Gerald P Runtuthomas mengaku mengikuti kongres luar biasa (KLB) di Deli Serdang Sumatera Utara meski pada akhirnya ia balik badan dan kembali ke Partai Demokrat pimpinan Agus Harimurti Yudhoyono (AHY). Saya berpikir Pak Moeldoko janji mau dapat uang Rp 100 juta tidak direalisasikan bagaimana ke depan. Baca juga: Diketahui KLB Demokrat yang digelar kubu kontra.
Konflik Kepengurusan Partai,Musyawarah,Wakil Ketua DPC Partai Demokrat Kotamobagu Gerald P Runtuthomas menyebut 32 orang ketua DPC Partai Demokrat yang mengikuti kongres luar biasa (KLB) di Deli Serdang menerima uang total Rp 100 juta dan satu unit telepon genggam. Gerald mengatakan setiap peserta KLB memang dijanjikan uang Rp 100 juta. Sementara Gerald yang hanya menjabat sebagai wakil ketua DPC Kotamobagu merasa kecewa lantaran ia belum menerima uang sedikitpun dari Rp 100 juta yang dijanjikan.
Konflik Kepengurusan Partai,Musyawarah,"Juru Bicara kubu kongres luar biasa (KLB) Deli Serdang Muhammad Rahmad membantah adanya bagi. Sebelumnya Gerald yang merupakan wakil ketua DPC Partai Demokrat Kotamobagu mengaku dijanjikan uang Rp 100 juta untuk mengikuti KLB di Deli Serdang. Baca juga: ""Pada akhirnya saya tidak mendapatkan itu."
Konflik Kepengurusan Partai,Musyawarah,"Kubu Kongres Luar Biasa (KLB) Deli Serdang menghormati putusan Mahkamah Agung (MA) yang menolak permohonan judicial review (JR) atas Anggaran Dasar/Anggaran Rumah Tangga (AD/ART) partai demokrat yang diajukan sejumlah eks kader partai demokrat. "" Jika judial review tersebut sempat dikabulkan Mahkamah Agung maka peluang kubu AHY untuk melakukan perbaikan AD/ART di Kongres Luar Biasa (KLB) menjadi terbuka. Hal tersebut tentu saja akan menimbulkan persoalan baru bagi kami"" kata Rahmad. """
Konflik Kepengurusan Partai,Musyawarah,"Uji materi atau judicial review (JR) atas Anggaran Dasar dan Anggaran Rumah Tangga (AD/ART) partai demokrat yang diajukan oleh sejumlah eks kader akhirnya kandas. Kuasa hukum Partai Demokrat Hamdan Zoelva berpandangan keputusan MA menolak JR sudah tepat karena sejak awal pihaknya menilai MA memang tidak dapat melakukan JR atas AD/ART partai. "" Seperti diketahui empat pemohon JR AD/ART ini merupakan para eks kader Demokrat yang telah dipecat lantaran menyeberang ke kubu Kongres Luar Biasa (KLB) Deli Serdang. """
Konflik Kepengurusan Partai,Musyawarah,Perseteruan di tubuh Partai demokrat antara kubu Kongres Luar Biasa (KLB) Deli Serdang dan Partai Demokrat pimpinan Agus Harimurti Yudhoyono (AHY) masih berlanjut. Rencananya kubu KLB akan menggelar konferensi pers pada siang ini menyikapi putusan tersebut. Setelah pemerintah menolak hasil KLB Demokrat kubu KLB memang sempat melayangkan sejumlah gugatan baik di PTUN pengadilan negeri maupun Mahkamah Agung meski hasilnya selalu kandas hingga kini.
Konflik Kepengurusan Partai,Musyawarah,"Juru Bicara kubu Kongres Luar Biasa (KLB) Deli Serdang Muhammad Rahmad menilai ada keganjilan pada putusan Pengadilan Tata Usaha Negara (PTUN) Jakarta yang tidak menerima gugatan Kepala Staf Presiden Moeldoko terkait pengesahan hasil. undang menjamin ada masa tenggang 14 hari bagi Partai Demokrat KLB Deli Serdang untuk menentukan langkah hukum yang akan diambil"" kata dia. Dalam gugatannya penggugat meminta PTUN Jakarta untuk membatalkan Surat Menteri ukum dan Hak Asasi Manusia Nomor M. HH."
Konflik Kepengurusan Partai,Musyawarah,"Drama ""kudeta"" Partai demokrat antara kubu Kongres Luar Biasa (KLB) Deli Serdang dan Partai Demokrat pimpinan Agus Harimurti Yudhoyono (AHY) nampaknya masih akan berlanjut. Dalam gugatan ini Moeldoko bersama Jhoni Allen Marbun selaku penggugat meminta PTUN Jakarta untuk membatalkan Surat Menteri ukum dan Hak Asasi Manusia Nomor M. HH. 47 Perihal Jawaban Permohonan atas Pendaftaran Perubahan AD/ART dan Perubahan Susunan Kepengurusan DPP Partai Demokrat Periode 2021."
Konflik Kepengurusan Partai,Musyawarah,Partai Demokrat kembali diterpa gejolak di internalnya setelah tahun lalu diramaikan oleh Gerakan Pengambilalihan Kekuasaan Partai Demokrat (GPK. Para simpatisan itu diketahui sempat membakar ratusan atribut partai mulai dari bendera hingga kaus di kantor DPD Partai Demokrat NTT Selasa. Bahkan ia menyebut dirinya lebih dulu masuk Demokrat ketimbang Herzaky.
Konflik Kepengurusan Partai,Musyawarah,"Pengadilan Tinggi Tata Usaha Negara (PT TUN) Jakarta menolak dua gugatan banding yang diajukan kubu Moeldoko terkait pengesahan hasil Kongres Luar Biasa (KLB) Partai Demokrat di Deli Serdang. Dalam putusan tersebut PT TUN menguatkan dua putusan Pengadilan Tata Usaha Negara (PTUN) Jakarta yang mengesahkan pengurus Partai Demokrat pimpinan AHY dan menolak mengesahkan hasil KLB Deli Serdang. "" Sementara satu perkara banding lainnya adalah putusan banding nomor 39/B/2922/PT."
Konflik Kepengurusan Partai,Musyawarah,Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) menyinggung Kepala Staf Kepresidenan Moeldoko dalam Rapat Pimpinan Nasional (Rapimnas) Partai Demokrat. Moeldoko jawab para kader Partai Demokrat. AHY menegaskan salah satu faktor yang meningkatkan elektabilitas Partai Demokrat karena keberhasilan mematahkan gerakan kudeta kepemimpinan itu.
Konflik Kepengurusan Partai,Musyawarah,"Ketua Dewan Pembina Partai Demokrat Susilo Bambang Yudhoyono menyampaikan pidato dalam silaturahmi nasional (Silatnas) pengurus partai di Sentul sore tadi. Banyak pesan yang disampaikan SBY kepada para kadernya salah satunya terkait kisruh internal partai tentang pemecatan dan pengusiran Ruhut Sitompul dalam Silatnas. Beliau hanya meminta PD menjaga kekompakan saja"" kata Carel di Sentul Bogor Sabtu (15/12/2012)."
Konflik Kepengurusan Partai,Musyawarah,Kubu Moledoko dkk mengajukan pengesahan Kongres Luar Biasa (KLB) Deli Serdang ke PTUN Jakarta. Menkumham disaksikan Menko Polhukam pada akhir Maret 2021 lalu dengan tegas telah menolak mengesahkan KLB ilegal Deli Serdang karena tidak memenuhi persyaratan peraturan perundang. undangan serta konstitusi Partai Demokrat yang sah.
Konflik Kepengurusan Partai,Musyawarah,Pengadilan Negeri Jakarta Pusat (PN Jakpus) menolak gugatan dari Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) terhadap para penggagas kongres luar biasa (KLB) di Deli Serdang Sumatera Utara (Sumut). Kemudian menyatakan dan menetapkan para tergugat tidak memiliki dasar hukum untuk melaksanakan aktivitas apapun dengan mengatasnamakan Partai Demokrat. Pada Kamis (12/8) hakim memutuskan menolak gugatan dari AHY dkk.
Konflik Kepengurusan Partai,Musyawarah,Ketua Umum Partai Demokrat (Ketum PD) Agus Harimurti Yudhoyono (AHY) mengungkit upaya kudeta Partai Demokrat melalui kongres luar biasa (KLB) ilegal di Deli Serdang Sumatera Utara (Sumut). Mengapa ini penting untuk kembali kita ingat? Pada kesempatan ini saya melaporkan kepada seluruh kader Demokrat juga masyarakat Indonesia bahwa sampai dengan hari ini upaya untuk merampas Partai Demokrat masih terus berjalan.
Konflik Kepengurusan Partai,Musyawarah,"Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) kembali berbicara mengenai Moeldoko dalam video yang ditayangkan di acara '20 Tahun Partai Demokrat Kamis (9/9). Dia pun mengingatkan kepada seluruh kader untuk terus waspada dengan upaya perampasan atau perebutan partai yang hingga kini masih berjalan. "" Apresiasi kami kepada pemerintah dan rakyat Indonesia"" ujarnya."
Konflik Kepengurusan Partai,Musyawarah,"Partai Demokrat di bawah kepemimpinan Agus Harimurti Yudhoyono (AHY) baru saja menyelenggarakan HUT ke. DPP Partai Demokrat mengetahui undangan ini dari pihak Prof Budi (mantan Ketua Umum Partai Demokrat) yang merasa tidak nyaman karena namanya dicatut. "" Justru pada acara puncak Dua Dekade Partai Demokrat 9 September malam tadi Ketua Umum AHY telah memberikan Penghargaan 'Pejuang Demokrat' kepada 35 sesepuh dan senior partai yang selama ini konsisten berjuang menjaga kehormatan dan kedaulatan Partai di antaranya Prof Subur Budhisantoso Amir Syamsuddin EE Mangindaan Wayan Sugiana dan Denny Sultani Hasan"" katanya. """
Konflik Kepengurusan Partai,Musyawarah,"Partai Demokrat (PD) kepimpinan Agus Harimurti Yudhoyono (AHY) kemarin merayakan hari ulang tahun (HUT) yang ke. Gerombolan KSP Moeldoko yang diduga akan menyelenggarakan acara HUT ilegal di Banten masih saja berani mengatasnamakan Partai Demokrat"" kata Herzaky dalam keterangannya Jumat (10/9/2021). Jokowi mengatakan Partai Demokrat telah ikut bekerja sama membantu meringankan beban rakyat di masa pandemi ini."
