Jenis_Konflik,Mediasi,Final_Deskripsi_Summary
Konflik Kepengurusan Partai,Musyawarah,Dewan Pimpinan Pusat (DPP) Partai Demokrat menolak menindaklanjuti permintaan sejumlah kader seniornya untuk menggelar Kongres Luar Biasa pada 2019. Namun para senior menilai Kongres sebagai forum tertinggi untuk memilih ketua umum dan pengurus baru mendesak untuk dilakukan karena perolehan suara yang anjlok.
Konflik Kepengurusan Partai,Musyawarah,"Dewan Pembina Partai Demokrat membuka peluang dilakukannya Kongres Luar Biasa (KLB) untuk mengganti posisi Ketua Umum Anas Urbaningrum. KLB akan dilakukan jika status hukum Anas masih mengambang sementara elektabilitas Partai Demokrat tak menunjukkan peningkatan yang baik. """
Konflik Kepengurusan Partai,Musyawarah,"Kepala Kantor Staf Presiden (KSP) menyatakan menerima keputusan Kongres Luar Biasa (KLB) Partai kontra AHY yang digelar di Deli Serdang Sumatera Utara pada Jumat (5/3/2021). Namun sebelum menerima keputusan itu Moeldoko mengajukan tiga pertanyaan kepada kader Demokrat di lokasi KLB. """
Konflik Kepengurusan Partai,Musyawarah,Nama ramai menjadi perbincangan beberapa waktu terakhir seiring memanasnya isu kudeta kepemimpinan di Partai. Diketahui gugatan itu dilayangkan sebagai buntut dari pemecatan Jhoni karena dianggap terlibat dan mendukung upaya kudeta di internal Partai Demokrat.
Konflik Kepengurusan Partai,Musyawarah,Juru Bicara kubu kontra Agus Harimurti Yudhoyono () Muhammad Rahmad menyebut AHY dan jajarannya sudah dinyatakandemisioner. Sebelumnya AHY mengadakan konferensi pers pada Senin (29/3/2021) untuk menanggapi pernyataan Moeldoko dalam akun Instagram terkait terpilihnya sebagai Ketua Umum Partai Demokrat versi KLB.
Konflik Kepengurusan Partai,Musyawarah,Kongres Luar Biasa (KLB) Partai Demokrat yang diselenggarakan di Deli Serang Sumatera Utara pada Jumat (5/3/2021) menetapkan Kepala Kantor Staf Presiden (KSP) sebagai Ketua Umum Demokrat periode 2021-2025. Namun peserta KLB akhirnya memilih Moeldoko sebagai Ketua Umum Demokrat versi KLB di Deli Serdang Sumatera Utara.
Konflik Kepengurusan Partai,Musyawarah,"Eks Kader Darmizal mengungkapkan Kongres Luar Biasa ( ) Partai Demokrat akan berlangsung pada Jumat (5/3/2021) ini. Sebelumnya Kepala Badan Komunikasi Strategis Partai Demokrat Herzaky Mahendra Putra mengatakan para mantan kader Demokrat tidak perlu memaksakan diri membuat kongres luar biasa ( KLB). """
Konflik Kepengurusan Partai,Musyawarah,"Mantan Sekretaris Jenderal mengaku akan hadir di kongres luar biasa (KLB). Kalau KLB ini memenuhi syarat maka saya akan minta pulihkan keanggotaan saya"" kata Marzuki saat dihubungi Kamis (4/3/2021)."
Konflik Kepengurusan Partai,Musyawarah,"Kepala Staf Kepresidenan mengklaim memiliki hak politik untuk menerima jabatan ketua umum versi kongres luar biasa (KLB). "" Ketika masih menjabat sebagai panglima TNI Moeldoko mengaku berhasil mengawal stabilitas demokrasi saat penyelenggaraan Pemilihan Umum 2014. """
Konflik Kepengurusan Partai,Musyawarah,"Kepala Kantor Staf Presiden (KSP) menyatakan dirinya menerima jabatan sebagai Ketua Umum kubu kontra Agus Harimurti Yudhoyono (AHY) periode 2021-2025. Oke kita terima menjadi ketua umum"" kata Moeldoko melalui sambungan telepon Jumat."
Konflik Kepengurusan Partai,Musyawarah,"Kepala Biro Penerangan Masyarakat Humas Brigjen Rusdi Hartono menyatakan Polri siap mengantisipasi jika ada gangguan keamanan dan ketertiban masyarakat pasca kongres luar biasa (KLB) yang mengatasnamakan Partai Demokrat. Apabila ini berdampak pada masalah situasi kamtibmas Polri telah siap untuk mengantisipasinya"" kata Rusdi dalam konferensi pers di Jakarta Senin (8/3/2021)."
Konflik Kepengurusan Partai,Musyawarah,"Kepala Divisi Humas Irjen Argo Yuwono mengatakan Polri tidak mengeluarkan izin untuk gelaran kongres luar biasa (KLB) atas nama yang digelar kubu kontra Ketua Umum Agus Harimurti Yudhoyono di Sibolangit Sumatera Utara. Menurut dia ada Satuan Tugas Penanganan Covid-19 dan polda setempat yang mengawasi pelaksanaan protokol kesehatan dalam acara itu. """
Konflik Kepengurusan Partai,Musyawarah,"Sejumlah organisasi sayap menegaskan menolak wacana Kongres Luar Biasa ( ) yang mengemuka belakangan ini. Sesuai dengan AD/ART organisasi sayap tidak memiliki hak untuk meminta atau pun mengusulkan Kongres Luar Biasa Partai Demokrat"" sebut Alfrisco."
Konflik Kepengurusan Partai,Musyawarah,"Sekretaris Majelis Tinggi Partai Demokrat Andi Mallarangeng Menteri Hukum dan HAM Yasonna Laoly dan jajarannya dapat menjaga integritasnya dalam memandang pelaksanaan Kongres Luar Biasa (KLB) Partai Demokrat yang digelar di Deli Serdang Jumat (5/3/2021). Oleh karena itu Andi berharap Kemenkumham bersikap jernih dan menyatakan KLB tersebut sebagai KLB yang tidak sah atau bodong. """
Konflik Kepengurusan Partai,Musyawarah,"Kepala Badan Komunikasi Strategis DPP partai Demokrat Herzaky Mahendra Putra mempertanyakan tujuan dari wacana kongres luar biasa (KLB). Upaya itu ditunjukkan dengan adanya gerakan pengambilalihan kepemimpinan oleh sejumlah kader yang kini telah dipecat. """
Konflik Kepengurusan Partai,Musyawarah,"Kepala Badan Komunikasi Strategis DPP Partai Herzaky Mahendra Putra mengatakan Kongres Luar Biasa (KLB) yang akan diadakan sejumlah pendiri Partai Demokrat bersifat abal-abal. Herzaky menyatakan KLB tersebut bersifat abal-abal karena tidak sesuai dengan ketentuan AD/ART Partai Demokrat yang berlaku saat ini yang terdaftar di Kementerian Hukum dan HAM (Kemenkumham). """
Konflik Kepengurusan Partai,Musyawarah,"Kepala Badan Komunikasi Strategis DPP Partai Herzaky Mahendra Putra mengatakan Kongres Luar Biasa (KLB) yang akan diadakan sejumlah pendiri Partai Demokrat bersifat abal-abal. Herzaky menyatakan KLB tersebut bersifat abal-abal karena tidak sesuai dengan ketentuan AD/ART Partai Demokrat yang berlaku saat ini yang terdaftar di Kementerian Hukum dan HAM (Kemenkumham). """
Konflik Kepengurusan Partai,Musyawarah,Ketua Umum Agus Harimurti Yudhoyono ( ) meminta Kementerian Hukum dan HAM (Kemenkumham) menolak hasil kongres luar biasa (KLB) yang digelar kubu kontra-AHY di Deli Serdang. AHY mengatakan pihaknya memiliki berkas lengkap dan otentik yang menunjukkan penyelenggaraan KLB tersebut tidak sesuai dengan Anggaran Dasar dan Anggaran Rumah Tangga (AD/ART) Partai Demokrat.
Konflik Kepengurusan Partai,Musyawarah,Perseteruan SBY dan Anas Di tengah hiruk-pikuk partai politik lain menyiapkan calon presiden untuk pemilu mendatang Partai Demokrat justru masih sibuk mengatasi badai internal akibat skandal korupsi yang diduga melibatkan sejumlah petinggi partai. Konik itu sendiri sebenarnya sudah bersemai sejak Anas terpilih sebagai ketua umum dalam Kongres Bandung (2010) padahal SBY lebih menjagokan Andi Mallarangeng ketimbang mantan Ketua Umum Pengurus Besar Himpunan Mahasiswa Islam tersebut.
Konflik Kepengurusan Partai,Musyawarah,Sikap pemerintah terkait polemik kepemimpinan Partai Demokrat dinilai memunculkan sentimen positif dari masyarakat. Adapun Moeldoko ditunjuk sebagai Ketua Umum Partai Demokrat melalui KLB di Deli Serdang Sumatera Utara pada awal Maret silam.
Konflik Kepengurusan Partai,Musyawarah,"Direktur Eksekutif Voxpol Research and Consulting Pangi Syarwi Chaniago menilai keputusan Menteri Hukum dan HAM (Menkumham) menolak kepengurusan Partai Demokrat versi Kongres Luar Biasa (KLB) Deli Serdang jadi pelajaran untuk politisi agar tidak main-main untuk mengganggu soliditas partai politik lain. Pangi menjelaskan dalam penolakan pada kepengurusan versi KLB pemerintah menegaskan keberpihakannya pada demokrasi dan mengayomi partai politik di tanah air. """
Konflik Kepengurusan Partai,Musyawarah,Kepala Badan Penelitian dan Pengembangan (Balitbang) Partai Demokrat Tomi Satryatomo menyebut isu kongres luar biasa (KLB) yang sempat berhembus beberapa waktu terakhir justru menjadi berkah tersembunyi atau blessing in disguise bagi Partai Demokrat. Tomi pun mengaku optimistis kondisi-kondisi tersebut dapat dimanfaatkan oleh Partai Demokrat untuk mendapat perolehan suara yang lebih tinggi pada Pemilu 2024 mendatang.
Konflik Kepengurusan Partai,Musyawarah,"Kubu kongres luar biasa (KLB) Deli Serdang atau kubu Kepala Staf Kepresidenan (KSP) Moeldoko mengatakan Partai demokrat pimpinan Agus Harimurti Yudhoyono (AHY) tidak berhak melarang penggunaan atribut partai. Salah satu tokoh kubu KLB Deli Serdang Hendra Karianga beralasan proses hukum masih berjalan di tahap administrasi dan pengadilan terkait perselisihan kepengurusan Partai Demokrat. """
Konflik Kepengurusan Partai,Musyawarah,"Majelis Hakim Pengadilan Negeri (PN) Jakarta Pusat meminta dua pihak yakni selaku penggugat dan 12 pengurus atau penggerak kelompok Kongres Luar Biasa (KLB) Deli Serdang selaku tergugat melakukan terlebih dahulu. Setelah sidang ini silakan koordinasi dengan panitera untuk menentukan waktunya kapan bersama-sama mediator untuk pertemuan pelaksanaan mediasi atau perdamaian"" jelas Saifudin."
Konflik Kepengurusan Partai,Musyawarah,"Kuasa Hukum Partai Demokrat versi Kongres Luar Biasa (KLB) Deli Serdang Rusdiansyah secara resmi mendaftarkan gugatan tata usaha negara ke Pengadilan Tata Usaha Negara ( ) Jakarta pada Jumat (25/6/2021). Argumen-argumen tentang AD/ART tersebut yang disampaikan pihak KLB Deli KLB Deli Serdang Serdang kami tidak berwenang untuk menilainya biarlah itu menjadi ranah pengadilan"" kata dia."
Konflik Kepengurusan Partai,Musyawarah,Kuasa Hukum DPP Partai Demokrat Hamdan Zoelva memandang Kepala Kantor Staf Kepresidenan (KSP) Moeldoko dan Jhonni Allen Marbun (JAM) tak memiliki kedudukan hukum atau legal standing untuk menggugat Menteri Hukum dan HAM (Menkumham ) atas keputusannya menolak pengesahan Kongres Luar Biasa (KLB) Deli Serdang. Untuk itu Hamdan menegaskan bahwa sudah sepatutnya Majelis Hakim yang memeriksa dan mengadili perkara tersebut agar menolak gugatan Moeldoko.
Konflik Kepengurusan Partai,Musyawarah,"Ketua Dewan Kehormatan Partai Demokrat Hinca Panjaitan meyakini partainya mampu mematahkan bukti-bukti yang akan disampaikan kubu Kongres Luar Biasa (KLB) Deli Serdang pada sidang gugatan di Pengadilan Tata Usaha Negara (PTUN) Jakarta Kamis (16/9/2021). "" Hinca mempertanyakan Moeldoko yang dalam dokumen Gugatan di PTUN Jakarta mencantumkan pekerjaan sebagai Ketua Umum Partai Demokrat. """
Konflik Kepengurusan Partai,Musyawarah,Kuasa Hukum DPP Partai Demokrat Mehbob mengatakan bahwa tiga saksi dari kubu Kongres Luar Biasa (KLB) Deli Serdang mengakui Partai Demokrat yang dipimpin oleh Ketua Umum Agus Harimurti Yudhoyono (AHY). Lebih lanjut Mehbob juga menyatakan bahwa dalam fakta persidangan tiga saksi tidak keberatan dengan kepemimpinan AHY sebagai Ketum Partai Demokrat.
Konflik Kepengurusan Partai,Musyawarah,Majelis Hakim Pengadilan Tata Usaha Negara (PTUN) Jakarta menunda pelaksanaan sidang gugatan perkara nomor 154/G/2021/PTUN-JKT antara pihak Kongres Luar Biasa (KLB) Deli serdang (penggugat) dan Menteri Hukum dan HAM (Menkumham) selaku tergugat serta DPP Partai Demokrat (tergugat II intervensi) Kamis (23/9/2021). Baca juga: Adapun hal itu terungkap ketika di awal sidang Ketua Majelis Hakim Bambang Soebiantoro menyampaikan adanya surat dari Yosef sebagai penggugat.
Konflik Kepengurusan Partai,Musyawarah,"Eks Ketua DPC Partai demokrat Ngawai M Isnaini Widodo mengatakan judicial review atau uji materi terhadap Anggaran Dasar/Anggaran Rumah Tangga (AD/ART) Partai Demokrat tidak berkaitan dengan Kepala Staf Presiden Moeldoko. Kami berpendapat bahwa pengujian AD/ART Partai Demokrat ke Mahkamah Agung ini sangat penting dalam membangun demokrasi yang sehat di negara kita"" kata Yusril."
Konflik Kepengurusan Partai,Musyawarah,"Eks Ketua DPC Partai Demokrat Ngawi M Isnaini Widodo meminta Menteri Koordinator Politik Hukum dan Keamanan Mahmud MD untuk tidak banyak komentar mengenai judicial review atau uji materi terhadap Anggaran Dasar/Anggaran Rumah Tangga (AD/ART) Partai Demokrat yang ia ajukan. Menurut Isnaini Mahfud hendaknya memposisikan diri sebagai negarawan dengan melihat sepak terjang Mahfud selama ini. """
Konflik Kepengurusan Partai,Musyawarah,Kader Partai Demokrat Gerald P Runtuthomas mengaku mengikuti kongres luar biasa (KLB) di Deli Serdang Sumatera Utara meski pada akhirnya ia balik badan dan kembali ke Partai Demokrat pimpinan Agus Harimurti Yudhoyono (AHY). Baca juga: Diketahui KLB Demokrat yang digelar kubu kontra-AHY pada 5 Maret 2021 menetapkan Moeldoko sebagai ketua umum Partai Demokrat periode 2021-2026.
Konflik Kepengurusan Partai,Musyawarah,"Wakil Ketua DPC Partai Demokrat Kotamobagu Gerald P Runtuthomas menyebut 32 orang ketua DPC Partai Demokrat yang mengikuti kongres luar biasa (KLB) di Deli Serdang menerima uang total Rp 100 juta dan satu unit telepon genggam. Rekan-rekan media harus tahu apa yang saya sampaikan ini bahwa ketua- ketua DPC yang hadir di Sibolangit sekira 32 ketua DPC mereka menerima uang Rp 25 juta plus handphone satu"" kata Gerald di kantor DPP Partai Demokrat Senin (18/10/2021)."
Konflik Kepengurusan Partai,Musyawarah,"Juru Bicara kubu kongres luar biasa (KLB) Deli Serdang Muhammad Rahmad membantah adanya bagi-bagi uang dan telepon genggam kepada para peserta KLB yang diungkap kader Partai Demokrat Gerald P Runtuthomas. "" Oleh sebab itu ia menilai Demokrat pimpinan Agus Harimurti Yudhoyono (AHY) telah menyebarkan berita bohon dan mencemarkan nama baik seseorang. """
Konflik Kepengurusan Partai,Musyawarah,"Kubu Kongres Luar Biasa (KLB) Deli Serdang menghormati putusan Mahkamah Agung (MA) yang menolak permohonan judicial review (JR) atas Anggaran Dasar/Anggaran Rumah Tangga (AD/ART) partai demokrat yang diajukan sejumlah eks kader partai demokrat. "" Jika judial review tersebut sempat dikabulkan Mahkamah Agung maka peluang kubu AHY untuk melakukan perbaikan AD/ART di Kongres Luar Biasa (KLB) menjadi terbuka."
Konflik Kepengurusan Partai,Musyawarah,Uji materi atau judicial review (JR) atas Anggaran Dasar dan Anggaran Rumah Tangga (AD/ART) partai demokrat yang diajukan oleh sejumlah eks kader akhirnya kandas. Baca juga: Di samping itu AHY mengungkapkan terdapat satu pemohon JR AD/ART yang kini mengakui kesalahannya meminta maaf dan memohon agar diterima kembali sebagai kader Partai Demokrat.
Konflik Kepengurusan Partai,Musyawarah,"Perseteruan di tubuh Partai demokrat antara kubu Kongres Luar Biasa (KLB) Deli Serdang dan Partai Demokrat pimpinan Agus Harimurti Yudhoyono (AHY) masih berlanjut. Partai Demokrat bersyukur dan mengapresiasi Majelis Hakim PTUN yang telah menunjukkan integritas bersikap obyektif dan adil dengan menolak gugatan Moeldoko"" kata Hamdan dalam siaran pers."
Konflik Kepengurusan Partai,Musyawarah,"Juru Bicara kubu Kongres Luar Biasa (KLB) Deli Serdang Muhammad Rahmad menilai ada keganjilan pada putusan Pengadilan Tata Usaha Negara (PTUN) Jakarta yang tidak menerima gugatan Kepala Staf Presiden Moeldoko terkait pengesahan hasil. Meskipun tim kuasa hukum kami belum menerima salinan putusan tersebut sampai saat ini Partai KLB Deli Serdang tetap menghormati dan menghargai keputusan PTUN Jakarta"" kata Rahmad Rabu (24/11/2021)."
Konflik Kepengurusan Partai,Musyawarah,"Drama ""kudeta"" Partai demokrat antara kubu Kongres Luar Biasa (KLB) Deli Serdang dan Partai Demokrat pimpinan Agus Harimurti Yudhoyono (AHY) nampaknya masih akan berlanjut. Baca juga: AHY menuturkan partai politik merupakan perpanjangan tangan sekaligus penyambung lidah rakyat di parlemen."
Konflik Kepengurusan Partai,Musyawarah,Partai Demokrat kembali diterpa gejolak di internalnya setelah tahun lalu diramaikan oleh Gerakan Pengambilalihan Kekuasaan Partai Demokrat (GPK-PD). Para simpatisan itu diketahui sempat membakar ratusan atribut partai mulai dari bendera hingga kaus di kantor DPD Partai Demokrat NTT Selasa.
Konflik Kepengurusan Partai,Musyawarah,Pengadilan Tinggi Tata Usaha Negara (PT TUN) Jakarta menolak dua gugatan banding yang diajukan kubu Moeldoko terkait pengesahan hasil Kongres Luar Biasa (KLB) Partai Demokrat di Deli Serdang. JKT yang menguatkan putusan PTUN Jakarta Nomor 154/G/2021/PTUN.
Konflik Kepengurusan Partai,Musyawarah,Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) menyinggung Kepala Staf Kepresidenan Moeldoko dalam Rapat Pimpinan Nasional (Rapimnas) Partai Demokrat. Sebab elektabilitas sangat fluktuatif sehingga ia berharap semua mesin partai bergerak untuk mempertahankan dan meningkatkan elektabilitas jelang Pemilu 2024.
Konflik Kepengurusan Partai,Musyawarah,Ketua Dewan Pembina Partai Demokrat Susilo Bambang Yudhoyono menyampaikan pidato dalam silaturahmi nasional (Silatnas) pengurus partai di Sentul sore tadi. Ruhut sejatinya hendak memberi keterangan soal pemecatan dan pengusirannya dari ruang rapat.
Konflik Kepengurusan Partai,Musyawarah,"Kubu Moledoko dkk mengajukan pengesahan Kongres Luar Biasa (KLB) Deli Serdang ke PTUN Jakarta. Mengingat Moeldoko merupakan pembantu Presiden Jokowi yang seharusnya fokus memulihkan keadaan. """
Konflik Kepengurusan Partai,Musyawarah,Pengadilan Negeri Jakarta Pusat (PN Jakpus) menolak gugatan dari Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) terhadap para penggagas kongres luar biasa (KLB) di Deli Serdang Sumatera Utara (Sumut). Kemudian menyatakan dan menetapkan para tergugat tidak memiliki dasar hukum untuk melaksanakan aktivitas apapun dengan mengatasnamakan Partai Demokrat.
Konflik Kepengurusan Partai,Musyawarah,Ketua Umum Partai Demokrat (Ketum PD) Agus Harimurti Yudhoyono (AHY) mengungkit upaya kudeta Partai Demokrat melalui kongres luar biasa (KLB) ilegal di Deli Serdang Sumatera Utara (Sumut). Pada kesempatan ini saya melaporkan kepada seluruh kader Demokrat juga masyarakat Indonesia bahwa sampai dengan hari ini upaya untuk merampas Partai Demokrat masih terus berjalan.
Konflik Kepengurusan Partai,Musyawarah,Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) kembali berbicara mengenai Moeldoko dalam video yang ditayangkan di acara '20 Tahun Partai Demokrat Kamis (9/9). Saya menerima laporan melalui pesan singkat langsung dari salah satu ketua DPC yang mengaku dijebak untuk bertemu dengan KSP Moeldoko.
Konflik Kepengurusan Partai,Musyawarah,"Partai Demokrat di bawah kepemimpinan Agus Harimurti Yudhoyono (AHY) baru saja menyelenggarakan HUT ke-20. Justru pada acara puncak Dua Dekade Partai Demokrat 9 September malam tadi Ketua Umum AHY telah memberikan Penghargaan 'Pejuang Demokrat' kepada 35 sesepuh dan senior partai yang selama ini konsisten berjuang menjaga kehormatan dan kedaulatan Partai di antaranya Prof Subur Budhisantoso Amir Syamsuddin EE Mangindaan Wayan Sugiana dan Denny Sultani Hasan"" katanya. """
Konflik Kepengurusan Partai,Musyawarah,"Partai Demokrat (PD) kepimpinan Agus Harimurti Yudhoyono (AHY) kemarin merayakan hari ulang tahun (HUT) yang ke-20. Jokowi juga mengajak seluruh kader Demokrat untuk terus menyerap aspirasi rakyat guna membangun demokrasi sehat di Indonesia. """
Konflik Kepengurusan Partai,Musyawarah,"Partai Demokrat (PD) menyebut sidang gugatan kubu Moeldoko terhadap Menkumham Yasonna Laoly atas ditolaknya pengesahan KLB Deli Serdang memasuki tahap pembuktian. Kami mengajak publik khususnya para pejuang demokrasi untuk menyoroti dari dekat putar balik fakta hukum yang akan diajukan oleh pihak KSP Moeldoko"" kata Hinca dalam keterangannya Rabu (15/9/2021)."
Konflik Kepengurusan Partai,Musyawarah,Menko Polhukam Mahfud Md mengungkap alasan di balik penolakan pemerintah terhadap hasil Kongres Luar Biasa (KLB) di Deli Serdang yang mengesahkan Kepala Staf Kepresidenan Moeldoko sebagai Ketua Umum Partai Demokrat. Pemerintah sebelumnya menolak pendaftaran hasil acara yang disebut sebagai Kongres Luar Biasa (KLB) Partai Demokrat di Deli Serdang.
Konflik Kepengurusan Partai,Musyawarah,"Partai Demokrat (PD) pimpinan Agus Harimurti Yudhoyono menyebut Muhammad Nazaruddin keluar dari koalisi kubu Moeldoko. Kami yakin masih ada ruang perbaikan bagi siapapun manusia di muka bumi ini yang telah berbuat khilaf atau salah"" kata Herzaky."
Konflik Kepengurusan Partai,Musyawarah,"Partai Demokrat (PD) mengikuti sidang lanjutan pemeriksaan saksi di PTUN Jakarta terkait gugatan kubu Moeldoko terhadap Menkumham Yasonna Laoly atas ditolaknya pengesahan Kongres Luar Biasa (KLB) Partai Demokrat di Deli Serdang Sumut. Para saksi kata Heru akan menjabarkan fakta tentang peristiwa kongres Partai Demokrat di tahun 2020 untuk membandingkan dengan KLB Deli Serdang. """
Konflik Kepengurusan Partai,Musyawarah,Sidang gugatan Demokrat kubu Moeldoko terhadap Menkumham Yasonna Laoly atas penolakan pengesahan KLB Deli Serdang Sumut memasuki tahap pemeriksaan saksi dari penggugat dan tergugat. Zoelva menuturkan dalam persidangan itu pihaknya kemudian bertanya apakah ada atau tidak verifikasi peserta yang memiliki SK saat hadir di KLB Deli Serdang.
Konflik Kepengurusan Partai,Musyawarah,Partai Demokrat (PD) akan menyambangi Mahkamah Agung (MA) siang ini. Hamdan mengatakan pengajuan ini dilakukan untuk memenuhi prinsip peradilan yang adil dan terbuka meski dalam hukum acara permohonan uji materiil di MA tidak mengenal pihak terkait.
Konflik Kepengurusan Partai,Musyawarah,"Pengacara Partai Demokrat (PD) Heru Widodo mengungkapkan informasi perihal Sekjen Partai Demokrat (PD) hasil kongres luar biasa (KLB) di Deli Serdang Sumatera Utara Jhoni Allen Marbun. Heru mengklaim Jhoni Allen memohon kepada Mahkamah Partai Demokrat untuk dikembalikan sebagai kader di bawah kepemimpinan Agus Harimurti Yudhoyono (AHY). """
Konflik Kepengurusan Partai,Musyawarah,"Pengacara Partai Demokrat (PD) Heru Widodo mengungkap informasi soal Jhoni Allen Marbun yang memohon agar dikembalikan sebagai kader di bawah kepemimpinan Agus Harimurti Yudhoyono (AHY). Heru mengklaim Jhoni Allen memohon kepada Mahkamah Partai Demokrat untuk dikembalikan sebagai kader di bawah kepemimpinan Agus Harimurti Yudhoyono (AHY). """
Konflik Kepengurusan Partai,Musyawarah,"Kabar mengejutkan datang dari Jhoni Allen Marbun. Heru mengklaim Jhoni Allen memohon kepada Mahkamah Partai Demokrat untuk dikembalikan sebagai kader di bawah kepemimpinan AHY. """
Konflik Kepengurusan Partai,Musyawarah,"Partai Demokrat menyebut kalau Moeldoko membagikan uang Rp 100 miliar dan handphone ke para Ketua DPC yang hadir di acara Kongres Luar Biasa (KLB) di Deli Serdang. Kubu AHY telah menebarkan fitnah dan berita bohong dengan menyebut Moeldoko bagi-bagi uang dan ponsel sebelum KLB di Deli Serdang"" kata Rahmad dalam keterangan tertulisnya Sabtu (16/10/2021)."
Konflik Kepengurusan Partai,Musyawarah,"Mantan peserta KLB Deli Serdang Gerald Pieter Runtuthomas mengungkap pernyataan Jhoni Allen saat acara berlangsung. Dalam KLB tersebut Gerald juga mengungkap saat itu peserta tidak diberi nama-nama yang akan menjadi calon ketua umum tapi ada peserta yang sudah berteriak Marzuki Alie dan Moeldoko. """
Konflik Kepengurusan Partai,Musyawarah,Pengacara Partai Demokrat (PD) Heru Widodo akan mempertanyakan dua hal krusial terkait gugatan SK AD/ART oleh KLB kubu Moeldoko dalam persidangan di Pengadilan Tata Usaha Negara (PTUN). Heru mengatakan anggaran dasar (AD) partai merupakan hasil kesepakatan bersama yang ditetapkan dalam kongres yang merupakan forum tertinggi partai.
